City,Montague,SIY,NULL,NULL,United States,US
City,San Jose,SJC,NULL,NULL,United States,US
Airport,San Jose International Apt,SJC,San Jose,SJC,United States,US
City,San Angelo,SJT,NULL,NULL,United States,US
Airport,San Angelo Mathis Field,SJT,San Angelo,SJT,United States,US
City,Shaktoolik,SKK,NULL,NULL,United States,US
Airport,Shaktoolik,SKK,Shaktoolik,SKK,United States,US
City,Skwentna,SKW,NULL,NULL,United States,US
Airport,Skwentna,SKW,Skwentna,SKW,United States,US
Airport,Salt Lake City,SLC,Salt Lake City,SLC,United States,US
City,Salt Lake City,SLC,NULL,NULL,United States,US
City,Saranac Lake,SLK,NULL,NULL,United States,US
Airport,Saranac Lake,SLK,Saranac Lake,SLK,United States,US
Airport,Salina,SLN,Salina,SLN,United States,US
City,Salina,SLN,NULL,NULL,United States,US
Airport,Sleetmute,SLQ,Sleetmute,SLQ,United States,US
City,Sleetmute,SLQ,NULL,NULL,United States,US
City,Somerset,SME,NULL,NULL,United States,US
Airport,Somerset,SME,Somerset,SME,United States,US
Airport,Sacramento International Apt,SMF,Sacramento,SAC,United States,US
City,St Michael,SMK,NULL,NULL,United States,US
Airport,St Michael,SMK,St Michael,SMK,United States,US
City,Santa Maria,SMX,NULL,NULL,United States,US
Airport,Santa Maria,SMX,Santa Maria,SMX,United States,US
City,Santa Ana,SNA,NULL,NULL,United States,US
Airport,Santa Ana John Wayne Apt,SNA,Santa Ana,SNA,United States,US
City,St Paul Island,SNP,NULL,NULL,United States,US
Airport,St Paul Island,SNP,St Paul Island,SNP,United States,US
City,Seldovia,SOV,NULL,NULL,United States,US
Airport,Seldovia,SOV,Seldovia,SOV,United States,US
Airport,Show Low,SOW,Show Low,SOW,United States,US
City,Show Low,SOW,NULL,NULL,United States,US
City,Springfield,SPI,NULL,NULL,United States,US
Airport,Springfield,SPI,Springfield,SPI,United States,US
City,Wichita Falls,SPS,NULL,NULL,United States,US
Airport,Wichita Falls Sheppard AFB,SPS,Wichita Falls,SPS,United States,US
City,San Rafael,SRF,NULL,NULL,United States,US
Airport,Sarasota/Bradenton,SRQ,Sarasota/Bradenton,SRQ,United States,US
City,Sarasota/Bradenton,SRQ,NULL,NULL,United States,US
City,Stony River,SRV,NULL,NULL,United States,US
Airport,Stony River,SRV,Stony River,SRV,United States,US
City,Sumter,SSC,NULL,NULL,United States,US
City,Brunswick,SSI,NULL,NULL,United States,US
City,Sault Ste Marie,SSM,NULL,NULL,United States,US
City,St Cloud,STC,NULL,NULL,United States,US
Airport,St Cloud Municipal Apt,STC,St Cloud,STC,United States,US
Airport,St George Island,STG,St George Island,STG,United States,US
City,St George Island,STG,NULL,NULL,United States,US
City,St Louis,STL,NULL,NULL,United States,US
Airport,St Louis Lambert Intl Apt,STL,St Louis,STL,United States,US
Airport,Minneapolis Downtown Airport,STP,Minneapolis/St Paul,MSP,United States,US
City,Santa Rosa,STS,NULL,NULL,United States,US
Airport,Santa Rosa,STS,Santa Rosa,STS,United States,US
City,Sun Valley,SUN,NULL,NULL,United States,US
Airport,Sun Valley Friedman Memorial Apt,SUN,Sun Valley,SUN,United States,US
City,Sioux City,SUX,NULL,NULL,United States,US
Airport,Sioux City,SUX,Sioux City,SUX,United States,US
Airport,Savoonga,SVA,Savoonga,SVA,United States,US
City,Savoonga,SVA,NULL,NULL,United States,US
Airport,Silver City,SVC,Silver City,SVC,United States,US
City,Silver City,SVC,NULL,NULL,United States,US
Airport,Stevens Village,SVS,Stevens Village,SVS,United States,US
City,Stevens Village,SVS,NULL,NULL,United States,US
Airport,Newburgh,SWF,Newburgh,SWF,United States,US
City,Newburgh,SWF,NULL,NULL,United States,US
Airport,Sheldon Point,SXP,Sheldon Point,SXP,United States,US
City,Sheldon Point,SXP,NULL,NULL,United States,US
Airport,Syracuse,SYR,Syracuse,SYR,United States,US
City,Syracuse,SYR,NULL,NULL,United States,US
City,Tanana,TAL,NULL,NULL,United States,US
Airport,Tanana,TAL,Tanana,TAL,United States,US
Airport,Fort Leonard Wood,TBN,Fort Leonard Wood,TBN,United States,US
City,Fort Leonard Wood,TBN,NULL,NULL,United States,US
City,Takotna,TCT,NULL,NULL,United States,US
Airport,Takotna,TCT,Takotna,TCT,United States,US
City,Teterboro,TEB,NULL,NULL,United States,US
Airport,Teterboro,TEB,Teterboro,TEB,United States,US
City,Tatitlek,TEK,NULL,NULL,United States,US
Airport,Tatitlek,TEK,Tatitlek,TEK,United States,US
City,Telluride,TEX,NULL,NULL,United States,US
Airport,Telluride,TEX,Telluride,TEX,United States,US
City,Tullahoma,THA,NULL,NULL,United States,US
City,Tacoma,TIW,NULL,NULL,United States,US
Airport,Tenakee,TKE,Tenakee,TKE,United States,US
City,Tenakee,TKE,NULL,NULL,United States,US
Airport,Tok,TKJ,Tok,TKJ,United States,US
City,Tok,TKJ,NULL,NULL,United States,US
City,Teller,TLA,NULL,NULL,United States,US
Airport,Teller,TLA,Teller,TLA,United States,US
Airport,Tallahassee,TLH,Tallahassee,TLH,United States,US
City,Tallahassee,TLH,NULL,NULL,United States,US
City,Tatalina,TLJ,NULL,NULL,United States,US
Airport,Tatalina,TLJ,Tatalina,TLJ,United States,US
City,Tuluksak,TLT,NULL,NULL,United States,US
Airport,Tuluksak,TLT,Tuluksak,TLT,United States,US
Airport,Tin City,TNC,Tin City,TNC,United States,US
City,Tin City,TNC,NULL,NULL,United States,US
City,Tununak,TNK,NULL,NULL,United States,US
Airport,Tununak,TNK,Tununak,TNK,United States,US
Airport,Togiak,TOG,Togiak,TOG,United States,US
City,Togiak,TOG,NULL,NULL,United States,US
City,Toledo,TOL,NULL,NULL,United States,US
Airport,Toledo Express Apt,TOL,Toledo,TOL,United States,US
City,Topeka,TOP,NULL,NULL,United States,US
Airport,Tampa International Apt,TPA,Tampa,TPA,United States,US
City,Tampa,TPA,NULL,NULL,United States,US
City,Tonopah,TPH,NULL,NULL,United States,US
Airport,Tri-Cities Regional,TRI,Tri-Cities Regional,TRI,United States,US
City,Tri-Cities Regional,TRI,NULL,NULL,United States,US
Airport,New York East 34th Street H/P,TSS,New York,NYC,United States,US
Airport,Tulsa International Apt,TUL,Tulsa,TUL,United States,US
City,Tulsa,TUL,NULL,NULL,United States,US
City,Tupelo,TUP,NULL,NULL,United States,US
Airport,Tupelo,TUP,Tupelo,TUP,United States,US
City,Tucson,TUS,NULL,NULL,United States,US
Airport,Tucson International Apt,TUS,Tucson,TUS,United States,US
City,Traverse City,TVC,NULL,NULL,United States,US
Airport,Traverse City,TVC,Traverse City,TVC,United States,US
Airport,Thief River Falls,TVF,Thief River Falls,TVF,United States,US
City,Thief River Falls,TVF,NULL,NULL,United States,US
City,Twin Hills,TWA,NULL,NULL,United States,US
Airport,Twin Hills,TWA,Twin Hills,TWA,United States,US
City,Twin Falls,TWF,NULL,NULL,United States,US
Airport,Twin Falls,TWF,Twin Falls,TWF,United States,US
Airport,Texarkana,TXK,Texarkana,TXK,United States,US
City,Texarkana,TXK,NULL,NULL,United States,US
City,Tyler,TYR,NULL,NULL,United States,US
Airport,Tyler,TYR,Tyler,TYR,United States,US
Airport,Knoxville,TYS,Knoxville,TYS,United States,US
City,Knoxville,TYS,NULL,NULL,United States,US
City,Columbus,UBS,NULL,NULL,United States,US
Airport,Pilot Point Ugashik Bay Apt,UGB,Pilot Point,PIP,United States,US
City,Quincy,UIN,NULL,NULL,United States,US
Airport,Quincy,UIN,Quincy,UIN,United States,US
City,Unalakleet,UNK,NULL,NULL,United States,US
Airport,Unalakleet,UNK,Unalakleet,UNK,United States,US
Airport,Tunica,UTM,Tunica,UTM,United States,US
City,Tunica,UTM,NULL,NULL,United States,US
Airport,Chevak,VAK,Chevak,VAK,United States,US
City,Chevak,VAK,NULL,NULL,United States,US
City,Blue Mountain,VBM,NULL,NULL,United States,US
Airport,Blue Mountain,VBM,Blue Mountain,VBM,United States,US
City,Victoria,VCT,NULL,NULL,United States,US
Airport,Victoria,VCT,Victoria,VCT,United States,US
Airport,Victorville,VCV,Victorville,VCV,United States,US
City,Victorville,VCV,NULL,NULL,United States,US
City,Valdez,VDZ,NULL,NULL,United States,US
Airport,Valdez,VDZ,Valdez,VDZ,United States,US
Airport,Venetie,VEE,Venetie,VEE,United States,US
City,Venetie,VEE,NULL,NULL,United States,US
City,Vernal,VEL,NULL,NULL,United States,US
Airport,Vernal,VEL,Vernal,VEL,United States,US
Airport,Las Vegas North Air Terminal,VGT,Las Vegas,LAS,United States,US
City,Visalia,VIS,NULL,NULL,United States,US
Airport,Visalia,VIS,Visalia,VIS,United States,US
Airport,Valdosta Regional Apt,VLD,Valdosta,VLD,United States,US
City,Valdosta,VLD,NULL,NULL,United States,US
City,Valparaiso,VPS,NULL,NULL,United States,US
Airport,Valparaiso Fort Walton Beach Apt,VPS,Valparaiso,VPS,United States,US
Airport,Wales,WAA,Wales,WAA,United States,US
City,Wales,WAA,NULL,NULL,United States,US
City,Washington,WAS,NULL,NULL,United States,US
City,Stebbins,WBB,NULL,NULL,United States,US
Airport,Stebbins,WBB,Stebbins,WBB,United States,US
City,Beaver,WBQ,NULL,NULL,United States,US
Airport,Beaver,WBQ,Beaver,WBQ,United States,US
City,Boulder,WBU,NULL,NULL,United States,US
City,Enid,WDG,NULL,NULL,United States,US
Airport,Enid Woodring Municipal Apt,WDG,Enid,WDG,United States,US
City,Lancaster,WJF,NULL,NULL,United States,US
City,Aleknagik,WKK,NULL,NULL,United States,US
Airport,Aleknagik,WKK,Aleknagik,WKK,United States,US
Airport,Selawik,WLK,Selawik,WLK,United States,US
City,Selawik,WLK,NULL,NULL,United States,US
Airport,Meyers Chuck,WMK,Meyers Chuck,WMK,United States,US
City,Meyers Chuck,WMK,NULL,NULL,United States,US
Airport,White Mountain,WMO,White Mountain,WMO,United States,US
City,White Mountain,WMO,NULL,NULL,United States,US
Airport,Napakiak,WNA,Napakiak,WNA,United States,US
City,Napakiak,WNA,NULL,NULL,United States,US
City,Wrangell,WRG,NULL,NULL,United States,US
Airport,Wrangell,WRG,Wrangell,WRG,United States,US
Airport,Worland,WRL,Worland,WRL,United States,US
City,Worland,WRL,NULL,NULL,United States,US
Airport,South Naknek,WSN,South Naknek,WSN,United States,US
City,South Naknek,WSN,NULL,NULL,United States,US
City,Westerly,WST,NULL,NULL,United States,US
Airport,Westerly,WST,Westerly,WST,United States,US
Airport,Westsound,WSX,Westsound,WSX,United States,US
City,Westsound,WSX,NULL,NULL,United States,US
Airport,Noatak,WTK,Noatak,WTK,United States,US
City,Noatak,WTK,NULL,NULL,United States,US
City,Tuntutuliak,WTL,NULL,NULL,United States,US
Airport,Tuntutuliak,WTL,Tuntutuliak,WTL,United States,US
Airport,Whale Pass,WWP,Whale Pass,WWP,United States,US
City,Whale Pass,WWP,NULL,NULL,United States,US
City,Newtok,WWT,NULL,NULL,United States,US
Airport,Newtok,WWT,Newtok,WWT,United States,US
City,West Yellowstone,WYS,NULL,NULL,United States,US
Airport,West Yellowstone,WYS,West Yellowstone,WYS,United States,US
Airport,Fayetteville Northwest Arkansas Reg Apt,XNA,Fayetteville,FYV,United States,US
Airport,Yakutat,YAK,Yakutat,YAK,United States,US
City,Yakutat,YAK,NULL,NULL,United States,US
Airport,Detroit Willow Run Apt,YIP,Detroit,DTT,United States,US
Airport,Yakima Air Terminal,YKM,Yakima,YKM,United States,US
City,Yakima,YKM,NULL,NULL,United States,US
Airport,Youngstown,YNG,Youngstown,YNG,United States,US
City,Youngstown,YNG,NULL,NULL,United States,US
Airport,Yuma International Apt,YUM,Yuma,YUM,United States,US
City,Yuma,YUM,NULL,NULL,United States,US
Airport,Caracas,CCS,Caracas,CCS,Venezuela,VE
City,Caracas,CCS,NULL,NULL,Venezuela,VE
Airport,Maracaibo,MAR,Maracaibo,MAR,Venezuela,VE
City,Maracaibo,MAR,NULL,NULL,Venezuela,VE
Airport,Ho Chi Minh City,SGN,Ho Chi Minh City (Saigon),SGN,Vietnam,VN
City,Ho Chi Minh City (Saigon),SGN,NULL,NULL,Vietnam,VN
